-1.75700e+00  9.16750e-01
-1.75070e+00  9.16450e-01
-1.74660e+00  9.11900e-01
-1.73610e+00  9.05800e-01
-1.74450e+00  9.10250e-01
-1.75330e+00  9.14650e-01
-1.75060e+00  9.12050e-01
-1.74830e+00  9.09350e-01
-1.74810e+00  9.12550e-01
-1.73990e+00  9.10350e-01
-1.74020e+00  9.04050e-01
-1.74320e+00  9.10400e-01
-1.75320e+00  9.13200e-01
-1.74320e+00  9.11350e-01
-1.74890e+00  9.09150e-01
-1.72920e+00  9.04700e-01
-1.73990e+00  9.10800e-01
-1.75030e+00  9.12700e-01
-1.73840e+00  9.09900e-01
-1.75390e+00  9.14100e-01
-1.73580e+00  9.07400e-01
-1.74310e+00  9.10950e-01
-1.75390e+00  9.11150e-01
-1.72800e+00  9.02700e-01
-1.75130e+00  9.15550e-01
-1.75360e+00  9.15400e-01
-1.73750e+00  9.08850e-01
-1.75280e+00  9.15050e-01
-1.74910e+00  9.10550e-01
-1.74740e+00  9.13100e-01
-1.73850e+00  9.06500e-01
-1.73730e+00  9.10950e-01
-1.73640e+00  9.07900e-01
-1.74530e+00  9.11650e-01
-1.74300e+00  9.09950e-01
-1.74040e+00  9.08950e-01
-1.74910e+00  9.15200e-01
-1.75480e+00  9.15000e-01
-1.74600e+00  9.13350e-01
-1.74330e+00  9.09800e-01
-1.74370e+00  9.10200e-01
-1.76170e+00  9.17700e-01
-1.73520e+00  9.08000e-01
-1.74350e+00  9.12500e-01
-1.74580e+00  9.10150e-01
-1.74460e+00  9.11050e-01
-1.74060e+00  9.08050e-01
-1.75050e+00  9.13850e-01
-1.73590e+00  9.06750e-01
-1.74310e+00  9.12050e-01
-1.73210e+00  9.05750e-01
-1.75720e+00  9.16900e-01
-1.74780e+00  9.14150e-01
-1.75370e+00  9.17400e-01
-1.74700e+00  9.11900e-01
-1.73710e+00  9.11400e-01
-1.75030e+00  9.09850e-01
-1.74610e+00  9.15250e-01
-1.75400e+00  9.16450e-01
-1.73880e+00  9.09700e-01
-1.73980e+00  9.08750e-01
-1.75490e+00  9.15550e-01
-1.76080e+00  9.17450e-01
-1.75260e+00  9.15200e-01
-1.75520e+00  9.15600e-01
-1.74080e+00  9.06500e-01
-1.73890e+00  9.11000e-01
-1.74250e+00  9.10950e-01
-1.73640e+00  9.08500e-01
-1.75830e+00  9.16900e-01
-1.73780e+00  9.06350e-01
-1.73680e+00  9.06850e-01
-1.73920e+00  9.10900e-01
-1.75650e+00  9.15750e-01
-1.74650e+00  9.12550e-01
-1.74830e+00  9.12750e-01
-1.75620e+00  9.17400e-01
-1.73850e+00  9.11050e-01
-1.74040e+00  9.08950e-01
-1.74750e+00  9.11800e-01
-1.74350e+00  9.07300e-01
-1.74990e+00  9.16900e-01
-1.75640e+00  9.16150e-01
-1.73410e+00  9.03250e-01
-1.73730e+00  9.06850e-01
-1.72890e+00  9.06250e-01
-1.75110e+00  9.16650e-01
-1.74150e+00  9.11650e-01
-1.73980e+00  9.09450e-01
-1.73220e+00  9.05200e-01
-1.74790e+00  9.12650e-01
-1.73990e+00  9.07900e-01
-1.74220e+00  9.14350e-01
-1.73920e+00  9.08750e-01
-1.73350e+00  9.06200e-01
-1.74640e+00  9.12450e-01
-1.75230e+00  9.12800e-01
-1.74100e+00  9.08100e-01
-1.74650e+00  9.10600e-01
-1.75230e+00  9.15900e-01
-1.75460e+00  9.15200e-01
-1.74020e+00  9.06450e-01
-1.74070e+00  9.10650e-01
-1.74450e+00  9.08850e-01
-1.73550e+00  9.05450e-01
-1.75190e+00  9.14250e-01
-1.76000e+00  9.16500e-01
-1.74380e+00  9.13050e-01
-1.75290e+00  9.14450e-01
-1.74490e+00  9.10150e-01
-1.73520e+00  9.07850e-01
-1.73430e+00  9.06150e-01
-1.74090e+00  9.07750e-01
-1.74320e+00  9.11350e-01
-1.74250e+00  9.09950e-01
-1.75040e+00  9.12700e-01
-1.73930e+00  9.10900e-01
-1.73260e+00  9.07000e-01
-1.73170e+00  9.08950e-01
-1.74130e+00  9.07200e-01
-1.74870e+00  9.15000e-01
-1.74790e+00  9.11350e-01
-1.76160e+00  9.17900e-01
-1.73640e+00  9.08250e-01
-1.75700e+00  9.18300e-01
-1.75070e+00  9.11350e-01
-1.73220e+00  9.03850e-01
-1.74290e+00  9.07750e-01
-1.75300e+00  9.15000e-01
-1.73090e+00  9.03750e-01
-1.73940e+00  9.08650e-01
-1.74930e+00  9.15250e-01
-1.74080e+00  9.09750e-01
-1.74100e+00  9.11050e-01
-1.74250e+00  9.07500e-01
-1.75390e+00  9.11700e-01
-1.75520e+00  9.12300e-01
-1.74530e+00  9.13250e-01
-1.74560e+00  9.11400e-01
-1.74230e+00  9.10800e-01
-1.74010e+00  9.09850e-01
-1.73360e+00  9.00900e-01
-1.74810e+00  9.14550e-01
-1.75710e+00  9.15800e-01
-1.74800e+00  9.16000e-01
-1.74680e+00  9.13500e-01
-1.75040e+00  9.15600e-01
-1.73620e+00  9.05000e-01
-1.74510e+00  9.05050e-01
-1.74340e+00  9.08150e-01
-1.73460e+00  9.07450e-01
-1.75440e+00  9.19050e-01
-1.74170e+00  9.08600e-01
-1.75360e+00  9.16600e-01
-1.74400e+00  9.08250e-01
-1.73920e+00  9.06150e-01
-1.75230e+00  9.13000e-01
-1.72900e+00  8.99100e-01
-1.72830e+00  9.01650e-01
-1.72480e+00  8.99300e-01
-1.73440e+00  9.05850e-01
-1.75600e+00  9.18350e-01
-1.73980e+00  9.08950e-01
-1.73390e+00  9.07700e-01
-1.75100e+00  9.11150e-01
-1.74910e+00  9.13050e-01
-1.74460e+00  9.05250e-01
-1.73170e+00  9.04050e-01
-1.74440e+00  9.14050e-01
-1.75000e+00  9.12050e-01
-1.73320e+00  9.03700e-01
-1.75830e+00  9.12150e-01
-1.73750e+00  9.07300e-01
-1.73530e+00  9.06150e-01
-1.73370e+00  9.13000e-01
-1.74890e+00  9.15850e-01
-1.73660e+00  9.11100e-01
-1.74560e+00  9.09750e-01
-1.73700e+00  9.11100e-01
-1.73940e+00  9.09550e-01
-1.73980e+00  9.07700e-01
-1.74760e+00  9.09950e-01
-1.73530e+00  9.09900e-01
-1.74260e+00  9.10800e-01
-1.75290e+00  9.16650e-01
-1.74730e+00  9.05500e-01
-1.74010e+00  9.13100e-01
-1.74120e+00  9.08350e-01
-1.75000e+00  9.14400e-01
-1.74690e+00  9.05650e-01
-1.74090e+00  9.07350e-01
-1.73420e+00  9.05550e-01
-1.75680e+00  9.17750e-01
-1.74090e+00  9.08150e-01
-1.74560e+00  9.04550e-01
-1.72910e+00  8.98950e-01
-1.74530e+00  9.12350e-01
-1.75770e+00  9.18200e-01
-1.75120e+00  9.10700e-01
-1.75180e+00  9.13500e-01
-1.75040e+00  9.15600e-01
-1.74560e+00  9.11600e-01
-1.74530e+00  9.11200e-01
-1.74380e+00  9.11850e-01
-1.74050e+00  9.10750e-01
-1.73190e+00  9.05600e-01
-1.75190e+00  9.16750e-01
-1.75110e+00  9.16650e-01
-1.74450e+00  9.12550e-01
-1.75340e+00  9.15750e-01
-1.75190e+00  9.16000e-01
-1.75200e+00  9.13500e-01
-1.73460e+00  9.06150e-01
-1.74660e+00  9.07650e-01
-1.76020e+00  9.17350e-01
-1.73580e+00  9.09500e-01
-1.75870e+00  9.20400e-01
-1.76180e+00  9.22000e-01
-1.74320e+00  9.08050e-01
-1.74790e+00  9.12100e-01
-1.74040e+00  9.09550e-01
-1.74920e+00  9.11200e-01
-1.74940e+00  9.11850e-01
-1.73350e+00  9.04700e-01
-1.75650e+00  9.15600e-01
-1.73700e+00  9.06800e-01
-1.76950e+00  9.23700e-01
-1.73610e+00  9.07650e-01
-1.73460e+00  9.03350e-01
-1.74740e+00  9.13050e-01
-1.75310e+00  9.17550e-01
-1.76020e+00  9.15100e-01
-1.75930e+00  9.17550e-01
-1.74310e+00  9.06950e-01
-1.74920e+00  9.07950e-01
-1.74180e+00  9.05950e-01
-1.73710e+00  9.03750e-01
-1.75050e+00  9.11900e-01
-1.73110e+00  9.01450e-01
-1.74810e+00  9.11400e-01
-1.75350e+00  9.10450e-01
-1.75020e+00  9.12850e-01
-1.75410e+00  9.15050e-01
-1.73460e+00  9.10650e-01
-1.74860e+00  9.12100e-01
-1.74690e+00  9.10550e-01
-1.72230e+00  8.99500e-01
-1.74750e+00  9.09400e-01
-1.73950e+00  9.08100e-01
-1.73640e+00  9.03350e-01
-1.75540e+00  9.15300e-01
-1.75350e+00  9.10700e-01
-1.73850e+00  9.07100e-01
-1.74340e+00  9.11500e-01
-1.75120e+00  9.15200e-01
-1.73910e+00  9.06850e-01
-1.76670e+00  9.17000e-01
-1.75520e+00  9.14850e-01
-1.74030e+00  9.09850e-01
-1.75450e+00  9.17100e-01
-1.75010e+00  9.18550e-01
-1.74620e+00  9.11350e-01
-1.74280e+00  9.12000e-01
-1.73780e+00  9.09300e-01
-1.75380e+00  9.16400e-01
-1.74080e+00  9.10300e-01
-1.75910e+00  9.15350e-01
-1.74240e+00  9.11550e-01
-1.73770e+00  9.03350e-01
-1.74550e+00  9.09850e-01
-1.74510e+00  9.10250e-01
-1.73320e+00  9.03450e-01
-1.74350e+00  9.11400e-01
-1.74750e+00  9.11700e-01
-1.75440e+00  9.14850e-01
-1.75740e+00  9.19400e-01
-1.74140e+00  9.10700e-01
-1.74890e+00  9.14700e-01
-1.76180e+00  9.17850e-01
-1.74520e+00  9.10000e-01
-1.75890e+00  9.16700e-01
-1.74300e+00  9.12650e-01
-1.73430e+00  9.05000e-01
-1.75810e+00  9.15150e-01
-1.73950e+00  9.06200e-01
-1.75400e+00  9.14800e-01
-1.73810e+00  9.06450e-01
-1.75160e+00  9.12900e-01
-1.75390e+00  9.17050e-01
-1.73230e+00  9.05850e-01
-1.72470e+00  9.02950e-01
-1.73810e+00  9.05850e-01
-1.73310e+00  9.05400e-01
-1.75380e+00  9.11600e-01
-1.75160e+00  9.12650e-01
-1.72810e+00  8.98650e-01
-1.74450e+00  9.12000e-01
-1.75410e+00  9.16500e-01
-1.73580e+00  9.09800e-01
-1.75070e+00  9.16050e-01
-1.74940e+00  9.12650e-01
-1.74300e+00  9.07350e-01
-1.75220e+00  9.09650e-01
-1.73360e+00  9.08200e-01
-1.74240e+00  9.07950e-01
-1.74390e+00  9.10050e-01
-1.74620e+00  9.09250e-01
-1.73250e+00  9.05550e-01
-1.73950e+00  9.04150e-01
-1.74980e+00  9.09900e-01
-1.74070e+00  9.06100e-01
-1.73400e+00  9.05250e-01
-1.75820e+00  9.13950e-01
-1.73950e+00  9.09300e-01
-1.75870e+00  9.14300e-01
-1.73200e+00  9.05400e-01
-1.75070e+00  9.13350e-01
-1.73990e+00  9.09250e-01
-1.75060e+00  9.12200e-01
-1.75950e+00  9.17750e-01
-1.75100e+00  9.15450e-01
-1.75660e+00  9.16750e-01
-1.73630e+00  9.07150e-01
-1.74230e+00  9.07650e-01
-1.73620e+00  9.08450e-01
-1.75190e+00  9.14700e-01
-1.75040e+00  9.14100e-01
-1.73810e+00  9.11800e-01
-1.74650e+00  9.11600e-01
-1.75810e+00  9.21750e-01
-1.73660e+00  9.08900e-01
-1.75110e+00  9.13800e-01
-1.75490e+00  9.17550e-01
-1.74440e+00  9.12400e-01
-1.74130e+00  9.08050e-01
-1.73700e+00  9.07850e-01
-1.73440e+00  9.07200e-01
-1.75440e+00  9.13650e-01
-1.73770e+00  9.08000e-01
-1.74480e+00  9.08650e-01
-1.74920e+00  9.13950e-01
-1.75540e+00  9.19150e-01
-1.74140e+00  9.09050e-01
-1.73840e+00  9.06450e-01
-1.75510e+00  9.13000e-01
-1.76080e+00  9.14850e-01
-1.73870e+00  9.10200e-01
-1.74150e+00  9.11850e-01
